Make,Model,Mileage,Year,Salesperson,Customer Name,Cost Price,Service Cost,Profit
Ford,Escape,5767,2022,Emily Davis,James Garcia,49688,2576,8679
Ford,F-150,111138,2015,Michael Brown,James Miller,43000,1176,5015
Ford,Escape,44206,2021,John Carter,Mary Smith,16945,857,5832
Ford,Mustang,43243,2024,Michael Brown,Linda Martinez,42931,2304,2451
Ford,Bronco,32694,2023,John Carter,Jennifer Martinez,18656,637,-2148
Ford,Escape,57106,2022,Sarah Wilson,Jennifer Martinez,19802,2516,5220
Ford,Explorer,99395,2017,John Carter,Jennifer Rodriguez,31731,1587,4383
Ford,Explorer,98167,2023,Emily Davis,Michael Rodriguez,27290,613,4036
Ford,Explorer,102407,2015,Emily Davis,Michael Davis,17295,1916,5592
Ford,Mustang,95920,2022,John Carter,Michael Williams,24698,859,5839
Ford,F-150,109203,2024,Sarah Wilson,John Garcia,38356,2437,4165
Ford,Edge,39339,2019,Sarah Wilson,William Jones,20797,1491,4058
Ford,F-150,26441,2021,Sarah Wilson,Linda Rodriguez,44003,1449,7726
Ford,Bronco,78688,2020,Emily Davis,Jennifer Rodriguez,33035,500,8772
Ford,Edge,111961,2019,Michael Brown,Linda Williams,25798,1608,580
Ford,Escape,72705,2019,Sarah Wilson,Jennifer Miller,37703,909,2956
Ford,Mustang,79597,2024,John Carter,William Brown,20292,2303,9111
Ford,Bronco,23149,2022,John Carter,Mary Miller,44775,721,719
Ford,Bronco,19575,2024,Emily Davis,Robert Miller,22028,2849,2133
Ford,Explorer,60815,2020,John Carter,Elizabeth Garcia,33456,2368,9976
Ford,Escape,52410,2017,John Carter,Linda Garcia,26712,2321,3195
Ford,Edge,89669,2020,Sarah Wilson,William Rodriguez,22706,2819,9352
Ford,Edge,19527,2023,Michael Brown,James Miller,24340,565,9855
Ford,Escape,88615,2020,Emily Davis,Jennifer Jones,29924,2547,4266
Ford,Escape,62395,2016,Sarah Wilson,Mary Davis,18376,1281,5018
Ford,Mustang,119958,2020,John Carter,John Garcia,40905,2977,6624
Ford,Edge,90478,2015,John Carter,Michael Martinez,45525,1331,9446
Ford,Bronco,95733,2022,John Carter,John Williams,27678,1148,8943
Ford,Edge,74724,2016,Emily Davis,Michael Garcia,21264,932,9993
Ford,Escape,75195,2016,Michael Brown,John Miller,29660,2349,9192
Ford,Escape,65673,2023,Michael Brown,John Rodriguez,19861,2359,8768
Ford,Bronco,69305,2018,Sarah Wilson,John Jones,35115,1108,6325
Ford,Escape,21436,2022,Sarah Wilson,Mary Miller,29682,1597,3988
Ford,F-150,43083,2016,John Carter,Jennifer Williams,16533,2568,9069
Ford,F-150,43978,2020,Emily Davis,Linda Johnson,34034,1669,5963
Ford,Explorer,105830,2015,Michael Brown,John Smith,29471,605,8843
Ford,Bronco,44146,2019,John Carter,John Garcia,34226,813,8263
Ford,Bronco,112602,2021,Sarah Wilson,Jennifer Garcia,22967,2993,9065
Ford,Mustang,52422,2024,John Carter,John Johnson,24538,1275,4960
Ford,Edge,69287,2022,Emily Davis,John Martinez,18927,748,7420
Ford,Explorer,18820,2016,Michael Brown,Robert Davis,21246,2762,7522
Ford,Edge,65149,2020,Emily Davis,James Miller,29291,757,2872
Ford,Escape,96449,2023,Sarah Wilson,Mary Miller,21241,1975,5464
Ford,Explorer,42929,2015,Michael Brown,Michael Davis,22584,1127,9459
Ford,F-150,51147,2018,John Carter,Linda Williams,16964,899,4849
Ford,Mustang,96267,2016,John Carter,John Rodriguez,45631,800,2352
Ford,Explorer,68620,2023,Sarah Wilson,John Davis,46272,1927,939
Ford,Explorer,42012,2015,Emily Davis,Linda Smith,49613,1571,5284
Ford,F-150,7147,2021,Sarah Wilson,Robert Garcia,34992,2232,2387
Ford,Mustang,111307,2019,John Carter,Jennifer Davis,43269,2967,7025
Ford,Edge,57272,2017,Emily Davis,James Davis,17826,1115,4597
Ford,Escape,114179,2022,John Carter,Robert Brown,22232,2106,5524
Ford,Escape,74450,2022,Emily Davis,Mary Brown,47570,1069,6046
Ford,Edge,105563,2021,Michael Brown,John Martinez,17694,1481,2080
Ford,Bronco,6506,2021,Emily Davis,Jennifer Brown,28455,2410,4780
Ford,Escape,53146,2017,Sarah Wilson,Jennifer Miller,36236,2437,2190
Ford,Edge,76695,2020,Sarah Wilson,John Brown,46159,933,8874
Ford,Explorer,48566,2016,John Carter,John Davis,49434,2169,8935
Ford,Bronco,29957,2019,John Carter,John Johnson,43927,667,7444
Ford,Edge,90046,2022,Emily Davis,Michael Martinez,32379,2260,4609
Ford,Mustang,24893,2023,Emily Davis,Mary Smith,48906,629,2356
Ford,F-150,20454,2022,John Carter,William Williams,45032,2090,8823
Ford,Escape,28696,2023,Emily Davis,John Miller,16205,2400,8612
Ford,Mustang,37408,2018,Emily Davis,Elizabeth Martinez,27947,2797,4044
Ford,Mustang,56425,2021,Michael Brown,Jennifer Johnson,44156,986,6564
Ford,Bronco,103490,2019,Michael Brown,Elizabeth Johnson,46459,1367,4458
Ford,Mustang,33001,2019,Sarah Wilson,John Smith,44824,640,2613
Ford,Explorer,40334,2017,Sarah Wilson,Jennifer Johnson,29590,920,5619
Ford,Escape,40173,2016,Sarah Wilson,James Miller,35257,1556,3241
Ford,Explorer,69339,2019,Michael Brown,Michael Davis,20657,1479,2338
Ford,Edge,29916,2021,Michael Brown,Elizabeth Davis,38385,1942,905
Ford,Escape,52906,2016,John Carter,James Rodriguez,47311,2715,8082
Ford,Explorer,80692,2015,Michael Brown,Michael Johnson,24678,568,8462
Ford,Edge,117153,2024,John Carter,Jennifer Martinez,21708,1863,9815
Ford,Mustang,44759,2018,Emily Davis,Robert Rodriguez,22845,2822,2737
Ford,Bronco,54441,2020,John Carter,John Williams,42002,2698,-1669
Ford,Mustang,91204,2024,John Carter,John Johnson,43061,2011,4486
Ford,Bronco,20548,2020,John Carter,Patricia Miller,26020,1691,7664
Ford,Edge,107177,2017,Sarah Wilson,Jennifer Jones,42203,1161,5023
Ford,Bronco,11564,2022,Sarah Wilson,Robert Johnson,19636,2867,8187
Ford,Edge,23657,2020,Emily Davis,William Rodriguez,44369,1478,-4728
Ford,Escape,82368,2016,Emily Davis,Linda Garcia,28062,2932,3674
Ford,Mustang,58764,2020,Emily Davis,John Davis,33421,1768,6084
Ford,Mustang,41336,2020,Emily Davis,Linda Miller,41770,1555,8334
Ford,Escape,101311,2022,Michael Brown,Michael Miller,16959,1853,9632
Ford,Edge,73171,2018,Sarah Wilson,Robert Rodriguez,16572,2218,8930
Ford,Mustang,92170,2016,John Carter,Michael Williams,45013,1994,3809
Ford,Mustang,15640,2023,Michael Brown,John Jones,26129,945,9551
Ford,F-150,99192,2021,John Carter,Robert Garcia,20156,2760,5505
Ford,Explorer,108604,2022,Sarah Wilson,Mary Martinez,21806,1772,3986
Ford,Edge,34849,2024,Emily Davis,James Jones,46706,2270,7273
Ford,Escape,97714,2023,John Carter,Robert Davis,39323,1796,6525
Ford,Explorer,106070,2015,Emily Davis,Robert Williams,43669,2174,7027
Ford,Bronco,15861,2024,John Carter,Michael Davis,37923,1817,4031
Ford,Bronco,94452,2018,Sarah Wilson,Jennifer Smith,24182,2993,384
Ford,Bronco,69540,2021,Michael Brown,Mary Rodriguez,37202,1226,9303
Ford,Explorer,7341,2021,Emily Davis,Patricia Johnson,37890,2839,857
Ford,Bronco,5099,2024,Emily Davis,Elizabeth Rodriguez,18197,2981,7152
Ford,Bronco,19086,2021,John Carter,Jennifer Garcia,41716,966,5088
Ford,Bronco,66976,2021,Emily Davis,Jennifer Brown,38067,2870,6678
Ford,F-150,69978,2023,Sarah Wilson,William Jones,46483,2227,7864
Ford,Mustang,108089,2018,John Carter,Michael Miller,43242,986,4583
Ford,Edge,50016,2018,Emily Davis,William Davis,40278,1434,3651
Ford,Escape,63268,2024,Emily Davis,Elizabeth Miller,35373,758,5442
Ford,Escape,78605,2016,John Carter,Elizabeth Davis,25119,2139,7733
Ford,Explorer,38148,2018,Michael Brown,Patricia Rodriguez,26805,1069,6605
Ford,Mustang,50614,2016,Emily Davis,Patricia Brown,17462,1839,-3000
Ford,Bronco,52092,2019,Emily Davis,Robert Garcia,22421,2067,9391
Ford,Edge,96525,2016,Michael Brown,Patricia Smith,48740,2563,7806
Ford,Edge,49012,2020,John Carter,John Johnson,49275,730,687
Ford,Bronco,109434,2022,Sarah Wilson,William Rodriguez,23996,2256,5358
Ford,Bronco,20469,2015,John Carter,Robert Davis,26530,2067,7575
Ford,Escape,104809,2016,John Carter,Jennifer Smith,43956,2370,5070
Ford,Escape,102146,2017,Sarah Wilson,James Brown,23385,2205,9376
Ford,F-150,35897,2016,Emily Davis,Jennifer Brown,25550,2188,3226
Ford,Edge,88869,2017,John Carter,William Jones,24270,622,2522
Ford,F-150,29682,2019,Sarah Wilson,Elizabeth Garcia,15717,652,2988
Ford,Bronco,36040,2018,John Carter,James Williams,24673,2283,4979
Ford,Bronco,82079,2015,Michael Brown,Mary Brown,32897,523,4977
Ford,Edge,12695,2022,Emily Davis,John Miller,42675,976,7456
Ford,Edge,96709,2018,Michael Brown,Jennifer Jones,27600,917,7030
Ford,Bronco,16550,2016,Michael Brown,William Garcia,21640,2930,9609
Ford,F-150,35552,2024,Emily Davis,Jennifer Johnson,35803,1315,4539
Ford,Bronco,7974,2020,John Carter,Mary Miller,32487,1979,3462
Ford,Escape,5757,2016,Sarah Wilson,William Miller,31195,881,8309
Ford,Escape,23598,2023,John Carter,Linda Garcia,30723,990,6507
Ford,F-150,83073,2023,Michael Brown,Jennifer Miller,49748,2456,9951
Ford,Escape,82901,2020,Emily Davis,James Davis,39296,1651,6858
Ford,Mustang,34964,2021,Emily Davis,Michael Garcia,46729,1159,8359
Ford,Escape,104252,2024,John Carter,William Rodriguez,33195,1990,2142
Ford,Bronco,79408,2020,Emily Davis,Robert Davis,32254,2039,4625
Ford,Explorer,25625,2019,John Carter,Mary Rodriguez,44056,515,4559
Ford,Mustang,6590,2023,Sarah Wilson,William Smith,36218,1555,8361
Ford,Bronco,98894,2016,John Carter,Elizabeth Davis,26027,527,7428
Ford,Mustang,44345,2015,Sarah Wilson,Jennifer Smith,27038,1718,6932
Ford,Explorer,36848,2021,Michael Brown,James Martinez,43587,864,7165
Ford,Mustang,72981,2021,Emily Davis,William Williams,17376,590,6575
Ford,Edge,48572,2018,John Carter,Elizabeth Martinez,42954,1556,289
Ford,Explorer,51596,2021,John Carter,William Miller,43092,796,-3626
Ford,Edge,70553,2021,Emily Davis,Jennifer Smith,15423,1517,7633
Ford,Explorer,98000,2016,John Carter,James Johnson,49858,2286,9097
Ford,Bronco,106194,2016,Emily Davis,Jennifer Rodriguez,37803,962,7994
Ford,Edge,83718,2017,John Carter,Elizabeth Brown,26759,1706,9250
Ford,Bronco,61297,2023,Michael Brown,Elizabeth Smith,46570,1293,9351
Ford,Explorer,14754,2021,John Carter,Mary Garcia,25488,2213,2010
Ford,Explorer,15477,2023,Emily Davis,Mary Brown,42613,2714,796
Ford,Mustang,69385,2018,Michael Brown,Michael Smith,45592,1315,4654
Ford,F-150,20626,2020,Sarah Wilson,Mary Martinez,30696,2906,3674
Ford,Edge,78671,2022,John Carter,Linda Rodriguez,27987,2733,6593
Ford,Mustang,80311,2019,John Carter,Linda Garcia,48503,631,7715
Ford,Escape,88256,2019,John Carter,Patricia Martinez,27558,1922,7919
Ford,Bronco,82375,2018,Sarah Wilson,Elizabeth Jones,27353,2643,6852
Ford,Mustang,28169,2015,Michael Brown,John Brown,42845,1545,4562
Ford,Escape,78953,2016,Sarah Wilson,Linda Johnson,20979,2342,5680
Ford,F-150,14670,2016,Michael Brown,Michael Miller,27287,2748,8869
Ford,Escape,25926,2015,Emily Davis,John Williams,40999,2077,3158
Ford,Explorer,118181,2015,Emily Davis,Linda Johnson,25117,1343,9938
Ford,Bronco,62122,2019,Sarah Wilson,Jennifer Martinez,33425,530,8838
Ford,Mustang,76007,2015,Sarah Wilson,Jennifer Martinez,15180,2027,8615
Ford,Bronco,60690,2017,Sarah Wilson,Elizabeth Williams,36626,2564,2126
Ford,Mustang,35054,2024,Sarah Wilson,John Garcia,48722,1320,151
Ford,Edge,96137,2023,John Carter,Jennifer Jones,24590,2718,8304
Ford,Escape,10899,2015,Michael Brown,Mary Davis,29474,1769,8949
Ford,Mustang,55021,2022,Emily Davis,Jennifer Davis,32320,1825,8096
Ford,Edge,59069,2018,John Carter,Linda Davis,49753,720,164
Ford,Explorer,24108,2017,Michael Brown,Jennifer Rodriguez,16086,2768,4208
Ford,Bronco,50644,2021,John Carter,Robert Rodriguez,21146,1817,6482
Ford,Edge,70247,2023,Emily Davis,William Smith,42951,2614,8369
Ford,Explorer,77153,2018,John Carter,Linda Brown,44917,1419,4272
Ford,F-150,62347,2023,Sarah Wilson,James Brown,43694,515,-1587
Ford,Edge,80339,2015,Sarah Wilson,James Garcia,42469,1332,2201
Ford,Escape,68183,2017,John Carter,Mary Garcia,46339,1863,-2838
Ford,Bronco,85459,2020,Sarah Wilson,Mary Garcia,30590,2677,6954
Ford,Bronco,100136,2017,Emily Davis,Patricia Garcia,44364,674,5494
Ford,Edge,22536,2023,Michael Brown,Mary Miller,33448,2928,2226
Ford,F-150,109073,2019,Emily Davis,Michael Johnson,26426,1276,4165
Ford,F-150,18802,2016,Emily Davis,John Jones,27650,1262,9210
Ford,Escape,95518,2022,Emily Davis,Robert Garcia,37863,969,4149
Ford,Explorer,89998,2015,Michael Brown,James Johnson,29412,1962,6044
Ford,Edge,7985,2022,Michael Brown,Jennifer Miller,44890,1200,3640
Ford,Explorer,118561,2018,John Carter,Robert Miller,36799,1093,2859
Ford,Mustang,49473,2017,Emily Davis,William Smith,30907,1763,5205
Ford,Mustang,73984,2016,Sarah Wilson,Michael Williams,15439,1457,9499
Ford,Escape,16861,2017,Michael Brown,Elizabeth Brown,27196,559,7792
Ford,Escape,12463,2024,Michael Brown,Michael Rodriguez,30706,2174,9604
Ford,Mustang,116542,2024,Emily Davis,Linda Garcia,20771,2456,3259
Ford,F-150,106076,2015,John Carter,James Garcia,41404,1433,5307
Ford,F-150,78697,2016,Emily Davis,Elizabeth Davis,30908,1201,5807
Ford,Mustang,112738,2018,Emily Davis,Michael Martinez,30018,2402,9723
Ford,Explorer,91591,2020,John Carter,Mary Williams,16180,2352,7068
Ford,Explorer,118086,2017,Michael Brown,Jennifer Miller,20096,2925,3985
Ford,Edge,119187,2017,John Carter,Robert Smith,30119,1221,5455
Ford,Bronco,93819,2023,Michael Brown,John Miller,36589,2590,8854
Ford,Explorer,7113,2021,Michael Brown,James Smith,23372,2458,9651
Ford,Explorer,13758,2019,Emily Davis,Linda Brown,35390,542,8237
Ford,Bronco,10939,2016,Sarah Wilson,Linda Rodriguez,37779,720,2987
Ford,Bronco,20829,2015,Sarah Wilson,Robert Garcia,27418,2464,8965
Ford,Bronco,18858,2019,Michael Brown,Elizabeth Smith,21607,590,6649
Ford,F-150,116827,2017,Sarah Wilson,William Johnson,33702,663,6882
Ford,F-150,36724,2024,John Carter,Elizabeth Johnson,27719,908,5321
Ford,Mustang,118587,2020,John Carter,Mary Miller,42505,584,8307
Ford,Bronco,86200,2024,John Carter,John Smith,18459,2514,898
Ford,Bronco,99565,2015,John Carter,Elizabeth Johnson,42537,2432,6513
Ford,Mustang,65011,2023,Emily Davis,Michael Brown,21766,2856,8723
Ford,Mustang,105626,2022,John Carter,Patricia Davis,19400,675,2162
Ford,Bronco,103946,2016,John Carter,John Johnson,49399,2389,4717
Ford,Escape,96276,2024,Emily Davis,John Johnson,20047,2984,5219
Ford,Explorer,93264,2016,John Carter,William Williams,41013,2162,5779
Ford,Explorer,92622,2015,Emily Davis,Elizabeth Martinez,23839,1351,5835
Ford,Mustang,22983,2021,John Carter,Patricia Miller,49311,2043,2062
Ford,F-150,68526,2017,Michael Brown,Mary Williams,42851,635,2428
Ford,Bronco,50315,2023,Emily Davis,Patricia Jones,26583,1103,9669
Ford,Edge,14769,2023,John Carter,John Garcia,20298,1417,4504
Ford,Escape,37004,2024,Michael Brown,Mary Brown,29483,1653,9119
Ford,Mustang,56245,2016,Sarah Wilson,Michael Rodriguez,17950,633,4792
Ford,Explorer,7597,2016,Sarah Wilson,Patricia Jones,44667,1043,9257
Ford,Bronco,10012,2018,Michael Brown,James Johnson,20210,726,9732
Ford,Edge,34675,2018,Michael Brown,Elizabeth Brown,23743,925,2307
Ford,Escape,59487,2022,Michael Brown,William Smith,30339,1120,9372
Ford,Bronco,78046,2015,John Carter,Linda Davis,47314,2279,3996
Ford,Explorer,48967,2023,John Carter,Robert Williams,19506,690,9832
Ford,Bronco,84824,2020,John Carter,James Johnson,28516,2050,9060
Ford,Edge,84508,2023,Michael Brown,Michael Martinez,27805,2448,8164
Ford,Explorer,100952,2023,Michael Brown,Robert Miller,39033,504,9576
Ford,Bronco,97114,2024,Michael Brown,Robert Smith,36282,2719,180
Ford,Edge,5294,2016,Emily Davis,Elizabeth Brown,28201,2493,6088
Ford,Mustang,72377,2018,John Carter,Jennifer Brown,22620,2792,7865
Ford,F-150,48333,2022,Michael Brown,Mary Martinez,34568,2871,2895
Ford,Mustang,10911,2022,Emily Davis,Robert Smith,46645,524,9173
Ford,Bronco,34624,2023,Sarah Wilson,John Johnson,31602,1949,4763
Ford,Bronco,102643,2020,Sarah Wilson,John Jones,49801,863,9849
Ford,Mustang,58782,2019,Sarah Wilson,William Jones,44514,1483,6384
Ford,Escape,39354,2019,John Carter,Linda Williams,20704,2205,6316
Ford,F-150,54733,2019,Michael Brown,Michael Martinez,24366,1074,3401
Ford,Bronco,29204,2016,Sarah Wilson,Michael Jones,47954,1479,7864
Ford,Mustang,34681,2022,Sarah Wilson,John Rodriguez,15653,1815,2201
Ford,Escape,102120,2015,Emily Davis,Elizabeth Rodriguez,30423,2089,8338
Ford,Mustang,92655,2022,Emily Davis,Linda Davis,49252,2996,6060
Ford,Edge,81467,2018,Sarah Wilson,James Jones,16580,676,8713
Ford,Escape,105200,2022,Michael Brown,William Smith,49436,2423,9144
Ford,Bronco,18572,2017,Emily Davis,Linda Johnson,20308,2336,5126
Ford,Bronco,119866,2021,Sarah Wilson,Robert Martinez,23650,1214,4656
Ford,Escape,84336,2023,John Carter,Robert Martinez,31531,964,2539
Ford,Mustang,14441,2020,Emily Davis,Elizabeth Williams,36064,1182,666
Ford,Escape,20994,2016,Michael Brown,John Johnson,44865,1544,9628
Ford,Escape,97332,2020,Emily Davis,Robert Smith,19980,1884,3848
Ford,Explorer,54759,2016,Emily Davis,Jennifer Miller,32387,690,369
Ford,Mustang,53857,2019,Sarah Wilson,William Garcia,27637,2285,4516
Ford,F-150,103316,2020,Emily Davis,Patricia Garcia,49262,675,8008
Ford,Mustang,78858,2022,John Carter,Patricia Miller,17460,510,2693
Ford,Edge,13737,2018,Sarah Wilson,William Davis,28229,1994,4123
Ford,Mustang,32039,2016,Emily Davis,Elizabeth Brown,37689,2010,4614
Ford,Escape,40052,2021,Sarah Wilson,Mary Williams,47459,2524,2640
Ford,Explorer,58532,2023,John Carter,Mary Davis,43746,2290,5284
Ford,Explorer,102410,2018,Emily Davis,William Garcia,45835,2382,6693
Ford,Edge,111664,2019,Sarah Wilson,William Jones,17889,1926,3038
Ford,Explorer,9105,2023,John Carter,John Williams,30329,982,8965
Ford,Edge,26891,2016,Sarah Wilson,James Williams,29838,842,9293
Ford,Mustang,80782,2016,Michael Brown,Michael Brown,30935,1785,9507
Ford,Edge,32786,2016,Sarah Wilson,Michael Davis,35548,2490,3748
Ford,Edge,6306,2022,Michael Brown,Mary Garcia,44043,2336,4375
Ford,F-150,63789,2021,Sarah Wilson,William Brown,18783,2091,6726
Ford,Edge,75937,2017,Michael Brown,James Brown,42961,1144,8863
Ford,Bronco,88347,2021,Sarah Wilson,William Williams,37257,2872,8074
Ford,Edge,87953,2022,Sarah Wilson,Patricia Jones,28653,621,9023
Ford,Bronco,92543,2018,Sarah Wilson,Jennifer Brown,40524,788,3124
Ford,F-150,69508,2023,Michael Brown,Elizabeth Martinez,34506,2336,9407
Ford,Bronco,105845,2018,Sarah Wilson,Elizabeth Jones,27615,2154,8239
Ford,F-150,76771,2023,Michael Brown,Robert Brown,38079,799,9799
Ford,F-150,18393,2016,Emily Davis,Elizabeth Smith,42478,2583,6220
Ford,Explorer,110453,2016,John Carter,Elizabeth Garcia,39859,2857,2173
Ford,Escape,102806,2022,Sarah Wilson,Patricia Johnson,26428,692,2491
Ford,Edge,33053,2016,Sarah Wilson,Michael Jones,31648,2143,5679
Ford,Explorer,47790,2020,Sarah Wilson,Linda Brown,22378,2962,7470
Ford,Bronco,29939,2018,Sarah Wilson,William Williams,44333,2280,5992
Ford,Edge,22684,2020,Michael Brown,Robert Garcia,26560,1307,174
Ford,Bronco,17111,2019,Sarah Wilson,John Garcia,45283,1252,4455
Ford,F-150,55847,2021,John Carter,John Williams,41486,2421,-2886
Ford,Bronco,16725,2019,Michael Brown,Jennifer Jones,39662,2222,4826
Ford,Mustang,117830,2018,Michael Brown,Michael Brown,18644,2789,9368
Ford,Mustang,98221,2017,Sarah Wilson,Patricia Williams,33686,570,-3361
Ford,Mustang,117545,2015,Emily Davis,Linda Davis,36654,2305,3501
Ford,Edge,33768,2017,Emily Davis,Patricia Johnson,36662,2329,-3358
Ford,F-150,7455,2020,Emily Davis,Patricia Rodriguez,22192,1883,3842
Ford,Mustang,18482,2020,Emily Davis,Elizabeth Miller,32038,1483,5030
Ford,Escape,87024,2018,Michael Brown,Mary Jones,17865,1131,2791
Ford,Escape,47009,2023,John Carter,William Rodriguez,28583,2014,6291
Ford,F-150,48838,2019,John Carter,Linda Johnson,16792,1220,6336
Ford,Escape,8694,2017,Emily Davis,Patricia Miller,17335,2855,4905
Ford,Mustang,7440,2024,Emily Davis,John Rodriguez,33598,1331,2320
Ford,Bronco,66006,2022,John Carter,Mary Martinez,32151,2301,3246
Ford,Escape,16372,2019,Emily Davis,Linda Johnson,18124,2594,4668
Ford,Bronco,106196,2017,Emily Davis,Robert Rodriguez,39293,2683,8634
Ford,Explorer,11351,2019,John Carter,Elizabeth Johnson,46970,967,4998
Ford,Escape,59654,2015,Michael Brown,Jennifer Williams,38770,1939,6439
Ford,Explorer,93050,2017,Emily Davis,Jennifer Martinez,16681,1786,8975
Ford,Bronco,18005,2023,Sarah Wilson,William Williams,42310,1405,9984
Ford,Escape,65748,2024,Emily Davis,Robert Rodriguez,43564,1780,7762
Ford,Edge,100960,2020,John Carter,Michael Miller,45777,916,3014
Ford,Escape,108524,2016,John Carter,Robert Martinez,19087,944,9208
Ford,F-150,29838,2022,John Carter,James Rodriguez,24257,1968,7880
Ford,Mustang,108383,2017,John Carter,James Johnson,37764,2729,8604
Ford,Mustang,30693,2015,Michael Brown,Mary Martinez,25930,1184,7114
Ford,Explorer,40685,2018,Emily Davis,Jennifer Brown,22080,2826,2769
Ford,Edge,103679,2019,Sarah Wilson,William Miller,44982,2124,4568
Ford,Mustang,6579,2024,Michael Brown,Patricia Martinez,36728,2346,6932
Ford,F-150,110066,2015,Sarah Wilson,Robert Smith,49747,763,9829
Ford,F-150,116167,2021,Emily Davis,Jennifer Miller,30726,1108,2478
Ford,Bronco,8722,2017,Emily Davis,Patricia Smith,43542,757,2119
Ford,Mustang,88456,2018,Michael Brown,Linda Brown,34170,2002,6017
